name,review_count,categories,rating,coordinates,price,location,display_phone
Ess-a-Bagel,4582,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4,"{'latitude': 40.75621204461465, 'longitude': -73.97028782455128}",$$,"{'address1': '831 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['831 3rd Ave', 'New York, NY 10022']}",(212) 980-1010
Momofuku Noodle Bar - East Village,4451,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'noodles', 'title': 'Noodles'}]",3.6,"{'latitude': 40.7292063820076, 'longitude': -73.9844848239426}",$$,"{'address1': '171 1st Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['171 1st Ave', 'New York, NY 10003']}",(212) 777-7773
230 Fifth Rooftop Bar,4209,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.2,"{'latitude': 40.7442419, 'longitude': -73.9886085}",$$,"{'address1': '1150 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['1150 Broadway', 'New York, NY 10001']}",(212) 725-4300
OBAO,4196,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4,"{'latitude': 40.7606544, 'longitude': -73.991332}",$$,"{'address1': '647 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['647 9th Ave', 'New York, NY 10036']}",(212) 245-8880
Blend on the Water,3846,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'lounges', 'title': 'Lounges'}]",3.9,"{'latitude': 40.748216, 'longitude': -73.956973}",$$,"{'address1': '45-40 Center Blvd', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11109', 'country': 'US', 'state': 'NY', 'display_address': ['45-40 Center Blvd', 'Long Island City, NY 11109']}",(718) 606-9851
Los Tacos No.1,3831,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.6,"{'latitude': 40.7422546402357, 'longitude': -74.0059581}",$$,"{'address1': '75 9th Ave', 'address2': '', 'address3': 'Chelsea Market', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['75 9th Ave', 'Chelsea Market', 'New York, NY 10011']}",
Balthazar,3679,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.9,"{'latitude': 40.722675, 'longitude': -73.998285}",$$$,"{'address1': '80 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['80 Spring St', 'New York, NY 10012']}",(212) 965-1414
Cafeteria,3632,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]",3.6,"{'latitude': 40.740567590122, 'longitude': -73.9980747946}",$$,"{'address1': '119 7th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['119 7th Ave', 'New York, NY 10011']}",(212) 414-1717
Dinosaur Bar-B-Que,3514,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'catering', 'title': 'Caterers'}]",4,"{'latitude': 40.818098338924, 'longitude': -73.9608729269837}",$$,"{'address1': '700 W 125th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['700 W 125th St', 'New York, NY 10027']}",(212) 694-1777
Grace Street,3484,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.2,"{'latitude': 40.7478576793883, 'longitude': -73.9865590631962}",$$,"{'address1': '17 W 32nd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['17 W 32nd St', 'New York, NY 10001']}",(917) 745-2125
Doughnut Plant,3446,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.3,"{'latitude': 40.716337, 'longitude': -73.988577}",$$,"{'address1': '379 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['379 Grand St', 'New York, NY 10002']}",(212) 505-3700
Club A Steakhouse,3386,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"{'latitude': 40.76006, 'longitude': -73.96557}",$$$,"{'address1': '240 E 58th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['240 E 58th St', 'New York, NY 10022']}",(212) 688-4190
Taiyaki NYC,3352,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.3,"{'latitude': 40.71789, 'longitude': -73.9988}",$,"{'address1': '119 Baxter St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['119 Baxter St', 'New York, NY 10013']}",(212) 966-2882
Roberta's,3315,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4,"{'latitude': 40.70493, 'longitude': -73.93399}",$$,"{'address1': '261 Moore St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['261 Moore St', 'Brooklyn, NY 11206']}",(718) 417-1118
Cafe Habana,3311,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'mexican', 'title': 'Mexican'}]",4,"{'latitude': 40.72293, 'longitude': -73.99419}",$$,"{'address1': '17 Prince St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['17 Prince St', 'New York, NY 10012']}",(212) 625-2001
Rubirosa,3311,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.3,"{'latitude': 40.722766, 'longitude': -73.996233}",$$,"{'address1': '235 Mulberry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['235 Mulberry St', 'New York, NY 10012']}",(212) 965-0500
Rice To Riches,3233,"[{'alias': 'desserts', 'title': 'Desserts'}]",4.1,"{'latitude': 40.721845, 'longitude': -73.995802}",$$,"{'address1': '37 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['37 Spring St', 'New York, NY 10012']}",(212) 274-0008
Pies-n-Thighs,3233,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.8,"{'latitude': 40.711191, 'longitude': -73.961424}",$$,"{'address1': '166 S 4th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['166 S 4th St', 'Brooklyn, NY 11211']}",(347) 529-6090
Becco,3206,"[{'alias': 'italian', 'title': 'Italian'}]",3.7,"{'latitude': 40.76083, 'longitude': -73.98981}",$$$,"{'address1': '355 W 46th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['355 W 46th St', 'New York, NY 10036']}",(212) 397-7597
Chinatown Ice Cream Factory,3169,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.2,"{'latitude': 40.715452, 'longitude': -73.99818}",$$,"{'address1': '65 Bayard St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['65 Bayard St', 'New York, NY 10013']}",(212) 608-4170
Veselka,3169,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'ukrainian', 'title': 'Ukrainian'}]",4,"{'latitude': 40.729036, 'longitude': -73.98712}",$$,"{'address1': '144 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['144 2nd Ave', 'New York, NY 10003']}",(212) 228-9682
Up Thai,3167,"[{'alias': 'thai', 'title': 'Thai'}]",4.4,"{'latitude': 40.7698275926665, 'longitude': -73.9576330868512}",$$,"{'address1': '1411 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['1411 2nd Ave', 'New York, NY 10021']}",(212) 256-1188
Joe's Pizza,3122,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.1,"{'latitude': 40.73060076, 'longitude': -74.00215997}",$,"{'address1': '7 Carmine St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['7 Carmine St', 'New York, NY 10014']}",(212) 366-1182
Shake Shack Theater District,3117,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",3.8,"{'latitude': 40.758412133689, 'longitude': -73.98921899751232}",$$,"{'address1': '691 8th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['691 8th Ave', 'New York, NY 10036']}",(646) 435-0135
Friedman's,3057,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4,"{'latitude': 40.748298, 'longitude': -73.990737}",$$,"{'address1': '132 W 31st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['132 W 31st St', 'New York, NY 10001']}",(212) 971-9400
Empanada Mama - Hell's Kitchen,3045,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'empanadas', 'title': 'Empanadas'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]",4,"{'latitude': 40.76441, 'longitude': -73.9885}",$$,"{'address1': '765 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['765 9th Ave', 'New York, NY 10019']}",(212) 698-9008
Amy Ruth's,3013,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.9,"{'latitude': 40.80248, 'longitude': -73.95038}",$$,"{'address1': '113 W 116th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['113 W 116th St', 'New York, NY 10026']}",(212) 280-8779
Ippudo NY,10704,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.1,"{'latitude': 40.730925, 'longitude': -73.990254}",$$,"{'address1': '65 4th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['65 4th Ave', 'New York, NY 10003']}",(212) 388-0088
The Halal Guys,10337,"[{'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'halal', 'title': 'Halal'}]",4.2,"{'latitude': 40.761861, 'longitude': -73.979306}",$$,"{'address1': 'W 53rd Street And 6th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['W 53rd Street And 6th Ave', 'New York, NY 10019']}",(347) 527-1505
"Levain Bakery - Original Location, 74th St, NYC",9707,"[{'alias': 'bakeries', 'title': 'Bakeries'}]",4.6,"{'latitude': 40.779961, 'longitude': -73.980299}",$$,"{'address1': '167 W 74th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['167 W 74th St', 'New York, NY 10023']}",(917) 464-3769
LoveMama,6682,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.3,"{'latitude': 40.730408722512074, 'longitude': -73.98612673033213}",$$,"{'address1': '174 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['174 2nd Ave', 'New York, NY 10003']}",(212) 254-5370
Eataly NYC Flatiron,6153,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'grocery', 'title': 'Grocery'}]",3.9,"{'latitude': 40.742101, 'longitude': -73.989922}",$$,"{'address1': '200 5th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['200 5th Ave', 'New York, NY 10010']}",(212) 229-2560
Junior's Restaurant,6150,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}]",4,"{'latitude': 40.75754728725579, 'longitude': -73.98608001118411}",$$,"{'address1': '1515 Broadway', 'address2': '45th Street between Broadway & 8th Ave', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['1515 Broadway', '45th Street between Broadway & 8th Ave', 'New York, NY 10036']}",(212) 302-2000
Burger & Lobster - Flatiron NYC,5849,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'New American'}]",4.2,"{'latitude': 40.74007, 'longitude': -73.99344}",$$$,"{'address1': '39 W 19th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['39 W 19th St', 'New York, NY 10011']}",(646) 833-7532
Shake Shack Madison Square Park,5787,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4,"{'latitude': 40.74164893941913, 'longitude': -73.98811188695653}",$$,"{'address1': '23RD Street And Madison Ave Square Park', 'address2': '', 'address3': 'Madison Square Park', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['23RD Street And Madison Ave Square Park', 'Madison Square Park', 'New York, NY 10010']}",(212) 889-6600
Bibble & Sip,5742,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.4,"{'latitude': 40.76282, 'longitude': -73.98518}",$$,"{'address1': '253 W 51st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['253 W 51st St', 'New York, NY 10019']}",(646) 649-5116
Jacob's Pickles,5581,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American'}]",4.2,"{'latitude': 40.7866504411994, 'longitude': -73.9755284786224}",$$,"{'address1': '509 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['509 Amsterdam Ave', 'New York, NY 10024']}",(212) 470-5566
Dominique Ansel Bakery,5460,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]",4,"{'latitude': 40.72516, 'longitude': -74.00296}",$$$,"{'address1': '189 Spring St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['189 Spring St', 'New York, NY 10012']}",(212) 219-2773
Olio e Più,5389,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.73406231935954, 'longitude': -73.99999980859876}",$$,"{'address1': '3 Greenwich Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['3 Greenwich Ave', 'New York, NY 10014']}",(212) 243-6546
Prince Street Pizza,5227,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.3,"{'latitude': 40.72308755605564, 'longitude': -73.99453001177575}",$,"{'address1': '27 Prince St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['27 Prince St', 'New York, NY 10012']}",(212) 966-4100
Max Brenner - New York,5121,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.7,"{'latitude': 40.7342670594805, 'longitude': -73.9910549187747}",$$,"{'address1': '841 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['841 Broadway', 'New York, NY 10003']}",(646) 467-8803
Thai Villa,4957,"[{'alias': 'thai', 'title': 'Thai'}]",4.4,"{'latitude': 40.73902, 'longitude': -73.99065}",$$,"{'address1': '5 E 19th St', 'address2': 'G Floor', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['5 E 19th St', 'G Floor', 'New York, NY 10003']}",(212) 802-9999
Carmine's Italian Restaurant - Times Square,4837,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4,"{'latitude': 40.75749848725768, 'longitude': -73.98665333142026}",$$,"{'address1': '200 W 44th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['200 W 44th St', 'New York, NY 10036']}",(212) 221-3800
Serendipity 3,4769,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",3.2,"{'latitude': 40.761855, 'longitude': -73.964895}",$$,"{'address1': '225 E 60th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['225 E 60th St', 'New York, NY 10022']}",(212) 838-3531
Best Bagel & Coffee,4745,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.7522683, 'longitude': -73.9910861}",$,"{'address1': '225 W 35th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['225 W 35th St', 'New York, NY 10001']}",(212) 564-4409
Buddakan,4628,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.1,"{'latitude': 40.7422762672197, 'longitude': -74.0048000961542}",$$$$,"{'address1': '75 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['75 9th Ave', 'New York, NY 10011']}",(212) 989-6699
